Institution: Title,Institution: Origin,Institution: Type,Office: Title,Office: Origin,Office: Type,Officer: Description,Officer: Origin,Officer: Gender,Officer: Name(s),Officer: Deme,Officer: Athenian Citizen,Officer: Roman Citizen,Officer: Family,Officer: Extended Family,Institution: Total Appearances,Institution: Total Offices,Institution: Total Office Appearances,Institution: Total Officers,Institution: Total Officer Appearances,Institution: Total People Co-Appearances,Institution: Total Institutional Co-Appearances,Institution: Total Honors Co-Appearances,Institution: Total People Co-Appearances with Officers,Institution: Total Institutional Co-Appearances with Officers,Office: Total Appearances,Office: Total People Honored,Office: Total Times People Honored,Office: Total Athenians Honored,Office: Total Athenians with Roman Citizenship Honored,Office: Total Romans Honored,Office: Total Times Athenians Honored,Office: Total Times Athenians with Roman Citizenship Honored,Office: Total Times Romans Honored,Office: Total Times Sponsored Honored,Office: Total Times Honorand Honored,Officer: Total Appearances,Officer: Total Sponsors,Officer: Total Officers,Officer: Total Institutional Affililiations,Officer: Total Honors,Officer: Total Athenian Honors,Officer: Total Roman Honors,Officer: Total Eleusinian Honors,Officer: RCA,Officer: PA,Officer: PAA,Officer: LGPN,Officer: Uncertain,Institution: ID,Office: ID,Officer: ID,Institution: Notes,Office: Notes,Officer: Notes
Kerykes,Eleusis,Genos,Altar-Priest,Eleusis,Sacred Official,Kephisodoros,Athens,Male,Kephisodoros Kephisodoros,,True,False,Hagnous/Acharnai Daduchs,,7,18,64,72,100,67,17,42,391,197,3,7,7,7,4,0,7,4,0,3,2,1,0,,1,1,0,0,1,,,,,False,1016,3030,2095,,,
Kerykes,Eleusis,Genos,Altar-Priest,Eleusis,Sacred Official,T. Fl. Straton II,Athens,Male,Titus Flavius Straton,Paiania,True,True,,Flavii of Paiania,7,18,64,72,100,67,17,42,391,197,3,7,7,7,4,0,7,4,0,3,2,1,0,,1,1,0,0,1,140,,,,False,1016,3030,2313,,,
Kerykes,Eleusis,Genos,Altar-Priest,Eleusis,Sacred Official,L. Memmius Altar-Priest,Athens,Male,Lucius Memmius,,True,True,,TBD,7,18,64,72,100,67,17,42,391,197,3,7,7,7,4,0,7,4,0,3,2,2,3,,7,9,6,1,2,,,,,False,1016,3030,2339,,,
Kerykes,Eleusis,Genos,Altar-Priest,Eleusis,Sacred Official,Ti. Kl. Sospis Lysiadou,Athens,Male,Tiberius Claudius Sospis Lysiadou,Melite,True,True,Leonid,Claudii of Melite,7,18,64,72,100,67,17,42,391,197,3,7,7,7,4,0,7,4,0,3,2,2,0,,1,3,2,0,1,Claudius 158,,,,False,1016,3030,2376,,,"Husband of Kl. Philippe, together they form the Demostratid-Leonid bridge. They sire T. Kl. Lysiades (159), and T. Kl. Demostratos (160), and T. Kl. Leonides (161), and Kl. Philippe (162)"
Kerykes,Eleusis,Genos,Altar-Priest,Eleusis,Sacred Official,"T. Fl., Altar-Priest",Athens,Male,Titus Flavius,Akharnai,True,True,Titii Flavii of Acharnai,,7,18,64,72,100,67,17,42,391,197,3,7,7,7,4,0,7,4,0,3,2,1,0,,1,1,0,0,1,,,,,False,1016,3030,2516,,,116
Kerykes,Eleusis,Genos,Pyrphoros,Eleusis,Sacred Official,Leontios Timarkhou Kephesieos,Athens,Male,Leontios Kephesieos,,True,False,,,7,18,64,72,100,67,17,42,391,197,4,2,2,2,0,0,2,0,0,2,2,1,0,,3,3,2,0,1,,,,,False,1016,3031,2063,,,
Kerykes,Eleusis,Genos,Pyrphoros,Eleusis,Sacred Official,Isidote Eisaiou,Athens,Female,Isidote Eisaiou,,True,False,,,7,18,64,72,100,67,17,42,391,197,4,2,2,2,0,0,2,0,0,2,2,1,0,,2,2,0,0,2,,,,,False,1016,3031,2335,,,
Kerykes,Eleusis,Genos,Priest of the Graces,Athens,Sacred Official,Leontios Timarkhou Kephesieos,Athens,Male,Leontios Kephesieos,,True,False,,,7,18,64,72,100,67,17,42,391,197,2,3,3,3,0,0,3,0,0,2,2,1,0,,3,3,2,0,1,,,,,False,1016,3032,2063,,,
Kerykes,Eleusis,Genos,Priest of the Graces,Athens,Sacred Official,Menandros Asklepiodotou,Athens,Male,Menandros Asklepiodotou,,True,False,,,7,18,64,72,100,67,17,42,391,197,2,3,3,3,0,0,3,0,0,2,2,1,0,,2,3,2,1,0,,,,,False,1016,3032,2131,,,
Kerykes,Eleusis,Genos,Priest of the Graces,Athens,Sacred Official,"Alkamenes, Pyrphoros",Athens,Male,Alkamenes,,True,False,,,7,18,64,72,100,67,17,42,391,197,2,3,3,3,0,0,3,0,0,2,2,1,0,,1,1,1,0,0,,,,,False,1016,3032,2419,,,
Kerykes,Eleusis,Genos,Priest of Artemis Epipyrgidia,Athens,Sacred Official,Leontios Timarkhou Kephesieos,Athens,Male,Leontios Kephesieos,,True,False,,,7,18,64,72,100,67,17,42,391,197,1,1,1,1,0,0,1,0,0,2,1,1,0,,3,3,2,0,1,,,,,False,1016,3033,2063,,,
Kerykes,Eleusis,Genos,Priest of the Panages,Athens,Sacred Official,Theophilos Menekrates,Athens,Male,Theophilos Menekrates,,True,False,,,7,18,64,72,100,67,17,42,391,197,4,3,3,3,1,0,3,1,0,3,3,1,0,,1,1,1,0,0,,,,,False,1016,3034,2065,,,
Kerykes,Eleusis,Genos,Priest of the Panages,Athens,Sacred Official,[?] Son of Heroxenos Marathonios,Athens,Male,Heroxenou,Marathon,True,False,,,7,18,64,72,100,67,17,42,391,197,4,3,3,3,1,0,3,1,0,3,3,1,1,,1,1,1,0,0,,,,,True,1016,3034,2237,,,
Kerykes,Eleusis,Genos,Priest of the Panages,Athens,Sacred Official,P. Ail. Herennius Dexippos,Athens,Male,Publius Aelius Herennius Dexippos,,True,True,,,7,18,64,72,100,67,17,42,391,197,4,3,3,3,1,0,3,1,0,3,3,1,0,,2,3,2,1,0,,,,,False,1016,3034,2522,,,
Kerykes,Eleusis,Genos,Priest of Hermes Patroos,Athens,Sacred Official,Gorgippos Eudemos,Athens,Male,Gorgippos Eudemos,,True,False,,,7,18,64,72,100,67,17,42,391,197,1,1,1,1,0,0,1,0,0,2,1,1,0,,2,2,2,0,0,,,,,False,1016,3035,2066,,,
Kerykes,Eleusis,Genos,Priest of Apollo Pythios,Athens,Sacred Official,Gorgippos Eudemos,Athens,Male,Gorgippos Eudemos,,True,False,,,7,18,64,72,100,67,17,42,391,197,1,1,1,1,0,0,1,0,0,2,1,1,0,,2,2,2,0,0,,,,,False,1016,3036,2066,,,
Kerykes,Eleusis,Genos,Stone-bearer,Eleusis,Sacred Official,Dositheos Kleomenes,Athens,Male,Dositheos Kleomenes,,True,False,,,7,18,64,72,100,67,17,42,391,197,2,2,2,2,1,0,2,1,0,3,2,1,0,,5,5,4,0,1,,,,,False,1016,3037,2067,,,
Kerykes,Eleusis,Genos,Stone-bearer,Eleusis,Sacred Official,M. Aur. Prosdektos Pistokrates,Athens,Male,Marcus Aurelius Prosdektos Pistokrates,,True,True,,,7,18,64,72,100,67,17,42,391,197,2,2,2,2,1,0,2,1,0,3,2,1,1,,3,4,1,0,2,,,,,False,1016,3037,2463,,,
Kerykes,Eleusis,Genos,Priest of Zeus Horios,Athens,Sacred Official,Dositheos Kleomenes,Athens,Male,Dositheos Kleomenes,,True,False,,,7,18,64,72,100,67,17,42,391,197,1,1,1,1,0,0,1,0,0,2,1,1,0,,5,5,4,0,1,,,,,False,1016,3038,2067,,,
Kerykes,Eleusis,Genos,Priest of Athena Horios,Athens,Sacred Official,Dositheos Kleomenes,Athens,Male,Dositheos Kleomenes,,True,False,,,7,18,64,72,100,67,17,42,391,197,1,1,1,1,0,0,1,0,0,2,1,1,0,,5,5,4,0,1,,,,,False,1016,3039,2067,,,
Kerykes,Eleusis,Genos,Priest of Poseidon Prosbasterios,Athens,Sacred Official,Dositheos Kleomenes,Athens,Male,Dositheos Kleomenes,,True,False,,,7,18,64,72,100,67,17,42,391,197,1,1,1,1,0,0,1,0,0,2,1,1,0,,5,5,4,0,1,,,,,False,1016,3040,2067,,,
Kerykes,Eleusis,Genos,Hymnagogos,Eleusis,Sacred Official,Diotimos Diodorou,Athens,Male,Diotimos Diodorou,,True,False,,,7,18,64,72,100,67,17,42,391,197,1,23,23,23,0,0,23,0,0,2,1,1,0,,1,1,0,0,1,,,,,False,1016,3042,2061,,,
Kerykes,Eleusis,Genos,Hymnagogos,Eleusis,Sacred Official,Aristodemos Argeiou,Athens,Male,Aristodemos Argeiou,,True,False,,,7,18,64,72,100,67,17,42,391,197,1,23,23,23,0,0,23,0,0,2,1,1,0,,1,1,0,0,1,,,,,False,1016,3042,2068,,,
Kerykes,Eleusis,Genos,Hymnagogos,Eleusis,Sacred Official,Menneos Menneou,Athens,Male,Menneos Menneou,,True,False,,,7,18,64,72,100,67,17,42,391,197,1,23,23,23,0,0,23,0,0,2,1,1,0,,1,1,0,0,1,,,,,False,1016,3042,2069,,,
Kerykes,Eleusis,Genos,Hymnagogos,Eleusis,Sacred Official,Philemon Philemonos,Athens,Male,Philemon Philemonos,,True,False,,,7,18,64,72,100,67,17,42,391,197,1,23,23,23,0,0,23,0,0,2,1,1,0,,1,1,0,0,1,,,,,False,1016,3042,2070,,,
Kerykes,Eleusis,Genos,Hymnagogos,Eleusis,Sacred Official,Apolexis Apellikontos,Athens,Male,Apolexis Apellikontos,,True,False,,,7,18,64,72,100,67,17,42,391,197,1,23,23,23,0,0,23,0,0,2,1,1,0,,1,1,0,0,1,,,,,False,1016,3042,2071,,,
Kerykes,Eleusis,Genos,Hymnagogos,Eleusis,Sacred Official,Demokhares Menandros,Athens,Male,Demokhares Menandros,,True,False,,,7,18,64,72,100,67,17,42,391,197,1,23,23,23,0,0,23,0,0,2,1,1,0,,1,1,0,0,1,,,,,False,1016,3042,2072,,,
Kerykes,Eleusis,Genos,Hymnagogos,Eleusis,Sacred Official,Sarapion Diokleous,Athens,Male,Sarapion Diokleous,,True,False,,,7,18,64,72,100,67,17,42,391,197,1,23,23,23,0,0,23,0,0,2,1,1,0,,1,1,0,0,1,,,,,False,1016,3042,2073,,,
Kerykes,Eleusis,Genos,Hymnagogos,Eleusis,Sacred Official,Diokles Diokleous,Athens,Male,Diokles Diokleous,,True,False,,,7,18,64,72,100,67,17,42,391,197,1,23,23,23,0,0,23,0,0,2,1,1,0,,1,1,0,0,1,,,,,False,1016,3042,2074,,,
Kerykes,Eleusis,Genos,Hymnagogos,Eleusis,Sacred Official,Arkhitimos Arkhitimou,Athens,Male,Arkhitimos Arkhitimou,,True,False,,,7,18,64,72,100,67,17,42,391,197,1,23,23,23,0,0,23,0,0,2,1,1,0,,1,1,0,0,1,,,,,False,1016,3042,2075,,,
Kerykes,Eleusis,Genos,Hymnagogos,Eleusis,Sacred Official,Themistokles Xenokleous,Athens,Male,Themistokles Xenokleous,,True,False,Hagnous/Acharnai Daduchs,,7,18,64,72,100,67,17,42,391,197,1,23,23,23,0,0,23,0,0,2,1,1,0,,1,1,0,0,1,,,,,False,1016,3042,2076,,,
Kerykes,Eleusis,Genos,Hymnagogos,Eleusis,Sacred Official,Dionysodoros Dionysodorou,Athens,Male,Dionysodoros Dionysodorou,,True,False,,,7,18,64,72,100,67,17,42,391,197,1,23,23,23,0,0,23,0,0,2,1,1,0,,1,1,0,0,1,,,,,False,1016,3042,2077,,,
Kerykes,Eleusis,Genos,Hymnagogos,Eleusis,Sacred Official,Kikhesias Leontos,Athens,Male,Kikhesias Leontos,,True,False,,,7,18,64,72,100,67,17,42,391,197,1,23,23,23,0,0,23,0,0,2,1,1,0,,1,1,0,0,1,,,,,False,1016,3042,2078,,,
Kerykes,Eleusis,Genos,Hymnagogos,Eleusis,Sacred Official,Apollonios Ktesikleous,Athens,Male,Apollonios Ktesikleous,,True,False,,,7,18,64,72,100,67,17,42,391,197,1,23,23,23,0,0,23,0,0,2,1,1,0,,1,1,0,0,1,,,,,False,1016,3042,2079,,,
Kerykes,Eleusis,Genos,Hymnagogos,Eleusis,Sacred Official,Demostratos Dionysiou,Athens,Male,Demostratos Dionysiou,,True,False,,,7,18,64,72,100,67,17,42,391,197,1,23,23,23,0,0,23,0,0,2,1,1,0,,1,1,0,0,1,,,,,False,1016,3042,2080,,,
Kerykes,Eleusis,Genos,Hymnagogos,Eleusis,Sacred Official,Timosthenes Timarkhou,Athens,Male,Timosthenes Timarkhou,,True,False,,,7,18,64,72,100,67,17,42,391,197,1,23,23,23,0,0,23,0,0,2,1,1,0,,1,1,0,0,1,,,,,False,1016,3042,2081,,,
Kerykes,Eleusis,Genos,Hymnagogos,Eleusis,Sacred Official,Menandros Demokharous,Athens,Male,Menandros Demokharous,,True,False,,,7,18,64,72,100,67,17,42,391,197,1,23,23,23,0,0,23,0,0,2,1,1,0,,1,1,0,0,1,,,,,False,1016,3042,2082,,,
Kerykes,Eleusis,Genos,Hymnagogos,Eleusis,Sacred Official,Aristaikhmos Ammoniou,Athens,Male,Aristaikhmos Ammoniou,,True,False,,,7,18,64,72,100,67,17,42,391,197,1,23,23,23,0,0,23,0,0,2,1,1,0,,1,1,0,0,1,,,,,False,1016,3042,2083,,,
Kerykes,Eleusis,Genos,Hymnagogos,Eleusis,Sacred Official,Sophokles Philotou,Athens,Male,Sophokles Philotou,,True,False,,,7,18,64,72,100,67,17,42,391,197,1,23,23,23,0,0,23,0,0,2,1,1,0,,1,1,0,0,1,,,,,False,1016,3042,2084,,,
Kerykes,Eleusis,Genos,Hymnagogos,Eleusis,Sacred Official,Iophon Dionysodoros Deiradiotes,Athens,Male,Iophon Deiradiotes,,True,False,,,7,18,64,72,100,67,17,42,391,197,1,23,23,23,0,0,23,0,0,2,1,1,0,,1,1,0,0,1,,,,,False,1016,3042,2086,,,
Kerykes,Eleusis,Genos,Hymnagogos,Eleusis,Sacred Official,Alexandros Agathokleous,Athens,Male,Alexandros Agathokleous,,True,False,,,7,18,64,72,100,67,17,42,391,197,1,23,23,23,0,0,23,0,0,2,1,1,0,,1,1,0,0,1,,,,,False,1016,3042,2087,,,
Kerykes,Eleusis,Genos,Hymnagogos,Eleusis,Sacred Official,Euphron Euphrontos,Athens,Male,Euphron Euphrontos,,True,False,,,7,18,64,72,100,67,17,42,391,197,1,23,23,23,0,0,23,0,0,2,1,1,0,,1,1,0,0,1,,,,,False,1016,3042,2088,,,
Kerykes,Eleusis,Genos,Hymnagogos,Eleusis,Sacred Official,Seleukos Demeou,Athens,Male,Seleukos Demeou,,True,False,,,7,18,64,72,100,67,17,42,391,197,1,23,23,23,0,0,23,0,0,2,1,1,0,,1,1,0,0,1,,,,,False,1016,3042,2089,,,
Kerykes,Eleusis,Genos,Hymnagogos,Eleusis,Sacred Official,Mikion Philokratou,Athens,Male,Mikion Philokratou,,True,False,,,7,18,64,72,100,67,17,42,391,197,1,23,23,23,0,0,23,0,0,2,1,1,0,,1,1,0,0,1,,,,,False,1016,3042,2090,,,
Kerykes,Eleusis,Genos,Hierokeryx,Eleusis,Sacred Official,Dionysios Demostratos,Athens,Male,Dionysios Demostratos,,True,False,,,7,18,64,72,100,67,17,42,391,197,8,6,7,6,4,0,7,5,0,11,6,1,0,,1,1,0,0,1,,,,,False,1016,3068,2064,,,
Kerykes,Eleusis,Genos,Hierokeryx,Eleusis,Sacred Official,Nummius Nigreinos,Athens,Male,Nummius Nigreinos,,True,True,,Nummii of Bassa,7,18,64,72,100,67,17,42,391,197,8,6,7,6,4,0,7,5,0,11,6,1,0,,1,1,0,0,1,,,,,False,1016,3068,2266,,,
Kerykes,Eleusis,Genos,Hierokeryx,Eleusis,Sacred Official,P. Herennios Apolloniou,Athens,Male,Publius Herennius Apolloniou,,True,True,TBD,,7,18,64,72,100,67,17,42,391,197,8,6,7,6,4,0,7,5,0,11,6,1,0,,1,4,2,0,2,,,,,False,1016,3068,2375,,,
Kerykes,Eleusis,Genos,Hierokeryx,Eleusis,Sacred Official,Iul. Hierokeryx,Athens,Male,Iulius,,True,True,,,7,18,64,72,100,67,17,42,391,197,8,6,7,6,4,0,7,5,0,11,6,1,0,,1,1,0,0,1,,,,,False,1016,3068,2480,,,
Kerykes,Eleusis,Genos,Hierokeryx,Eleusis,Sacred Official,Casianus Hierokeryx,Athens,Male,Casianus Casianus Hierokeryx,,True,True,,,7,18,64,72,100,67,17,42,391,197,8,6,7,6,4,0,7,5,0,11,6,1,3,,4,5,3,1,1,,,,,False,1016,3068,2503,,,
Kerykes,Eleusis,Genos,Hierokeryx,Eleusis,Sacred Official,"Nikagoras, Hierokeryx",Athens,Male,Nikagoras,,True,False,,,7,18,64,72,100,67,17,42,391,197,8,6,7,6,4,0,7,5,0,11,6,1,0,,1,2,0,0,1,,,,,False,1016,3068,2511,,,
Kerykes,Eleusis,Genos,Archon of the Kerykes,Eleusis,Other Office,Iul. Apollodotos Meliteus,Athens,Male,Iulius Apollodotos,Melite,True,True,Theodotid,Claudii of Melite,7,18,64,72,100,67,17,42,391,197,2,2,2,2,2,0,2,2,0,4,2,1,3,,4,3,2,0,1,48,,,,False,1016,3110,2326,,,
Kerykes,Eleusis,Genos,Archon of the Kerykes,Eleusis,Other Office,M. Aur. Prosdektos Pistokrates,Athens,Male,Marcus Aurelius Prosdektos Pistokrates,,True,True,,,7,18,64,72,100,67,17,42,391,197,2,2,2,2,2,0,2,2,0,4,2,1,1,,3,4,1,0,2,,,,,False,1016,3110,2463,,,
Philleidai,Eleusis,Genos,Hierophantis,Eleusis,Sacred Official,[?] Hierophantis Amphiou,Athens,Female,Amphiou,,True,False,,,1,2,49,27,50,1,1,2,67,27,11,8,8,8,3,0,8,3,0,5,8,1,1,,1,1,0,0,1,,,,,False,1018,3019,2037,,,
Philleidai,Eleusis,Genos,Hierophantis,Eleusis,Sacred Official,Hierophantis Mos[kh.],Athens,Female,Hierophantis,,True,False,,,1,2,49,27,50,1,1,2,67,27,11,8,8,8,3,0,8,3,0,5,8,1,1,,1,1,0,0,1,,,,,True,1018,3019,2123,,,
Philleidai,Eleusis,Genos,Hierophantis,Eleusis,Sacred Official,Kl. Philoxena Patronos,Athens,Female,Claudia Philoxena Patronos,,True,True,,,1,2,49,27,50,1,1,2,67,27,11,8,8,8,3,0,8,3,0,5,8,1,1,,1,1,0,0,1,,,,,False,1018,3019,2173,,,
Philleidai,Eleusis,Genos,Hierophantis,Eleusis,Sacred Official,Hierophantis Perikleous,Athens,Female,Perikleous,,True,False,,,1,2,49,27,50,1,1,2,67,27,11,8,8,8,3,0,8,3,0,5,8,1,1,,1,1,0,0,1,,,,,False,1018,3019,2221,,,
Philleidai,Eleusis,Genos,Hierophantis,Eleusis,Sacred Official,Hierophantis Daughter of Demetrios,Athens,Female,Demetriou,,True,False,,,1,2,49,27,50,1,1,2,67,27,11,8,8,8,3,0,8,3,0,5,8,1,0,,1,1,0,0,1,,,,,False,1018,3019,2247,,,
Philleidai,Eleusis,Genos,Hierophantis,Eleusis,Sacred Official,Fl. [.]krateia,Athens,Female,Flavia,,True,True,,,1,2,49,27,50,1,1,2,67,27,11,8,8,8,3,0,8,3,0,5,8,1,0,,1,1,0,0,1,,,,,False,1018,3019,2315,,,
Philleidai,Eleusis,Genos,Hierophantis,Eleusis,Sacred Official,[Iunia] Melitine,Athens,Female,Iunia,Melite,True,True,,,1,2,49,27,50,1,1,2,67,27,11,8,8,8,3,0,8,3,0,5,8,1,0,,1,1,0,0,1,,,,,False,1018,3019,2334,,,
Philleidai,Eleusis,Genos,Hierophantis,Eleusis,Sacred Official,Isidote Eisaiou,Athens,Female,Isidote Eisaiou,,True,False,,,1,2,49,27,50,1,1,2,67,27,11,8,8,8,3,0,8,3,0,5,8,1,0,,2,2,0,0,2,,,,,False,1018,3019,2335,,,
Philleidai,Eleusis,Genos,Priestess of Demeter and Kore,Eleusis,Sacred Official,Ameinokleia Philanthou,Athens,Female,Ameinokleia Philanthou,Phyle,True,False,,,1,2,49,27,50,1,1,2,67,27,38,19,39,19,7,0,39,18,0,32,18,2,4,,1,2,0,0,2,,,,,False,1018,3004,2001,,,
Philleidai,Eleusis,Genos,Priestess of Demeter and Kore,Eleusis,Sacred Official,Kleokrateia Oinophilou,Athens,Female,Kleokrateia Oinophilou,Aphidnai,True,False,Oinophilids,,1,2,49,27,50,1,1,2,67,27,38,19,39,19,7,0,39,18,0,32,18,4,0,,1,3,0,0,3,,,,,False,1018,3004,2026,,,
Philleidai,Eleusis,Genos,Priestess of Demeter and Kore,Eleusis,Sacred Official,Khairion Dionysiou,Athens,Male,Khairion Dionysiou,Marathon,True,False,,,1,2,49,27,50,1,1,2,67,27,38,19,39,19,7,0,39,18,0,32,18,1,0,,1,1,0,0,1,,,,,False,1018,3004,2028,,,
Philleidai,Eleusis,Genos,Priestess of Demeter and Kore,Eleusis,Sacred Official,[?] Priestess of Demeter & Kore,Athens,Female,,,True,False,,,1,2,49,27,50,1,1,2,67,27,38,19,39,19,7,0,39,18,0,32,18,1,0,,1,1,0,0,1,,,,,False,1018,3004,2031,,,
Philleidai,Eleusis,Genos,Priestess of Demeter and Kore,Eleusis,Sacred Official,Ithake,Athens,Female,Ithake Ithake,,True,False,,,1,2,49,27,50,1,1,2,67,27,38,19,39,19,7,0,39,18,0,32,18,1,0,,1,1,0,0,1,,,,,False,1018,3004,2117,,,
Philleidai,Eleusis,Genos,Priestess of Demeter and Kore,Eleusis,Sacred Official,Kleo Eukleous,Athens,Female,Kleo Eukleous,,True,False,,Herodian,1,2,49,27,50,1,1,2,67,27,38,19,39,19,7,0,39,18,0,32,18,8,0,,1,7,0,0,7,,,,,False,1018,3004,2132,,,
Philleidai,Eleusis,Genos,Priestess of Demeter and Kore,Eleusis,Sacred Official,Kl. Tartarion Menandrou,Athens,Female,Claudia Tartarion Menandrou,,True,True,,TBD,1,2,49,27,50,1,1,2,67,27,38,19,39,19,7,0,39,18,0,32,18,1,0,,1,1,0,0,1,Claudius 64,,,,False,1018,3004,2170,,,
Philleidai,Eleusis,Genos,Priestess of Demeter and Kore,Eleusis,Sacred Official,Kl. Timothea,Athens,Female,Claudia Timothea Timothea,,True,True,,,1,2,49,27,50,1,1,2,67,27,38,19,39,19,7,0,39,18,0,32,18,6,0,,1,6,0,0,6,,,,,False,1018,3004,2175,,,
Philleidai,Eleusis,Genos,Priestess of Demeter and Kore,Eleusis,Sacred Official,[?] Priestess of Demeter & Kore,Athens,Female,,,False,False,,,1,2,49,27,50,1,1,2,67,27,38,19,39,19,7,0,39,18,0,32,18,1,0,,1,1,0,0,1,,,,,True,1018,3004,2184,,,
Philleidai,Eleusis,Genos,Priestess of Demeter and Kore,Eleusis,Sacred Official,Dione,Athens,Female,Dione,,True,False,,,1,2,49,27,50,1,1,2,67,27,38,19,39,19,7,0,39,18,0,32,18,1,0,,1,1,0,0,1,,,,,False,1018,3004,2200,,,
Philleidai,Eleusis,Genos,Priestess of Demeter and Kore,Eleusis,Sacred Official,[?] Priestess of Demeter & Kore,Athens,Female,,,True,False,,,1,2,49,27,50,1,1,2,67,27,38,19,39,19,7,0,39,18,0,32,18,1,0,,1,1,0,0,1,,,,,True,1018,3004,2215,,,
Philleidai,Eleusis,Genos,Priestess of Demeter and Kore,Eleusis,Sacred Official,[?] Priestess of Demeter & Kore,Athens,Female,,,True,False,,,1,2,49,27,50,1,1,2,67,27,38,19,39,19,7,0,39,18,0,32,18,1,0,,1,1,0,0,1,,,,,True,1018,3004,2216,,,
Philleidai,Eleusis,Genos,Priestess of Demeter and Kore,Eleusis,Sacred Official,[?] Hearth-Initiate,Athens,Uncertain,,,True,False,,,1,2,49,27,50,1,1,2,67,27,38,19,39,19,7,0,39,18,0,32,18,1,0,,1,1,0,0,1,,,,,True,1018,3004,2218,,,
Philleidai,Eleusis,Genos,Priestess of Demeter and Kore,Eleusis,Sacred Official,Fl. Laodameia Kleitou,Athens,Female,Flavia Laodameia Kleitou,,True,True,,TBD,1,2,49,27,50,1,1,2,67,27,38,19,39,19,7,0,39,18,0,32,18,8,0,,1,7,0,0,7,,,,,False,1018,3004,2223,,,
Philleidai,Eleusis,Genos,Priestess of Demeter and Kore,Eleusis,Sacred Official,Iunia [?] Iun. Patronos,Athens,Female,Iunia Patronos,,True,True,,TBD,1,2,49,27,50,1,1,2,67,27,38,19,39,19,7,0,39,18,0,32,18,1,2,,1,1,0,0,1,,,,,True,1018,3004,2253,,,
Philleidai,Eleusis,Genos,Priestess of Demeter and Kore,Eleusis,Sacred Official,Nummia Kleo,Athens,Female,Nummia Kleo,,True,True,,Nummii of Bassa,1,2,49,27,50,1,1,2,67,27,38,19,39,19,7,0,39,18,0,32,18,1,2,,1,1,0,0,1,,,,,False,1018,3004,2260,,,
Philleidai,Eleusis,Genos,Priestess of Demeter and Kore,Eleusis,Sacred Official,D. Iun. Menneas,Athens,Male,Patron Menneas,,True,True,,,1,2,49,27,50,1,1,2,67,27,38,19,39,19,7,0,39,18,0,32,18,1,2,,1,1,0,0,1,,,,,False,1018,3004,2271,,,
Philleidai,Eleusis,Genos,Priestess of Demeter and Kore,Eleusis,Sacred Official,P. Ail. Timosthenes,Athens,Male,Publius Aelius Timosthenes,,True,True,,TBD,1,2,49,27,50,1,1,2,67,27,38,19,39,19,7,0,39,18,0,32,18,1,1,,1,1,0,0,1,,,,,False,1018,3004,2290,,,
Philleidai,Eleusis,Genos,Priestess of Demeter and Kore,Eleusis,Sacred Official,Hermippis,Athens,Male,Hermippis,,True,False,,,1,2,49,27,50,1,1,2,67,27,38,19,39,19,7,0,39,18,0,32,18,1,0,,1,1,0,0,1,,,,,False,1018,3004,2501,,,
Bouzygai,Athens,Genos,Priest of Zeus Palladion,Athens,Sacred Official,Polemon Heroxenou,Athens,Male,Polemon Heroxenou,Marathon,True,False,,,1,1,1,1,1,2,1,3,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,,1,2,2,0,0,,,,,False,1019,3064,2238,,,
Imperial Family,Rome,Private,Imperial Priest,Rome,Sacred Official,Kallikratides Syndromou,Athens,Male,Kallikratides Syndromou,,True,False,Oinophilids,,0,6,17,16,27,0,0,0,53,29,13,12,13,12,7,0,13,8,0,14,12,2,3,,5,4,3,1,0,,,,,False,1021,3025,2050,,,"Adopted Oinophilos of Trikorynthos, eventually leading to Tiberius Claudius Oinophilos (Hierophant)"
Imperial Family,Rome,Private,Imperial Priest,Rome,Sacred Official,Papios Marathonios,Athens,Male,Papios Marathonios,,True,False,,,0,6,17,16,27,0,0,0,53,29,13,12,13,12,7,0,13,8,0,14,12,1,0,,2,2,1,1,0,,,,,False,1021,3025,2133,,,
Imperial Family,Rome,Private,Imperial Priest,Rome,Sacred Official,Praxagoras,Athens,Male,Praxagoras Praxagoras,,True,False,,,0,6,17,16,27,0,0,0,53,29,13,12,13,12,7,0,13,8,0,14,12,1,0,,2,2,1,1,0,,,,,False,1021,3025,2136,,,
Imperial Family,Rome,Private,Imperial Priest,Rome,Sacred Official,Polykharmos Eukleous,Athens,Male,Polykharmos Eukleous,,True,False,,Herodian,0,6,17,16,27,0,0,0,53,29,13,12,13,12,7,0,13,8,0,14,12,1,1,,1,2,1,1,0,,,,,False,1021,3025,2138,,,
Imperial Family,Rome,Private,Imperial Priest,Rome,Sacred Official,Ti. Kl. Eukles Sostratou,Athens,Male,Tiberius Claudius Eukles Sostratou,,True,True,,Herodian,0,6,17,16,27,0,0,0,53,29,13,12,13,12,7,0,13,8,0,14,12,2,0,,1,2,0,2,0,,,,,False,1021,3025,2151,,,
Imperial Family,Rome,Private,Imperial Priest,Rome,Sacred Official,Ti. Kl. Nouios Philinou,Athens,Male,Tiberius Claudius Nouios Philinou,,True,True,,,0,6,17,16,27,0,0,0,53,29,13,12,13,12,7,0,13,8,0,14,12,2,0,,3,4,2,2,0,,,,,False,1021,3025,2154,,,
